"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014739","BOSTON, MA US","2018-07-02","8.50",,"0.00","0.0","73","84","69","   70","   80","14.1","18.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-07-03","9.40",,"0.01","0.0","84","98","73","  150","  130","16.1","21.9","    1",,"    1",,,,"    1",
"USW00014739","BOSTON, MA US","2018-07-04","6.26",,"0.00","0.0","84","87","73","   80","  110","12.1","14.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-07-05","11.63",,"0.00","0.0","84","94","74","  220","  250","23.9","33.1","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-07-06","16.55",,"0.35","0.0","81","86","65","  330","  330","25.1","33.1","    1",,"    1",,,,"    1",
"USW00014739","BOSTON, MA US","2018-07-07","9.84",,"0.00","0.0","70","75","61","  110","  110","19.9","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-07-08","9.17",,"0.00","0.0","71","81","61","  180","  180","18.1","21.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-07-09","11.41",,"0.00","0.0","77","91","65","  220","  270","19.9","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-07-10","9.62",,"0.00","0.0","81","96","68","  330","  260","18.1","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-07-11","10.96",,"0.19","0.0","74","75","66","   40","  220","19.9","25.1","    1",,"    1",,,,"    1",
"USW00014739","BOSTON, MA US","2018-07-12","9.40",,"0.00","0.0","70","74","65","   70","   90","16.1","19.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-07-13","11.63",,"0.00","0.0","70","78","64","  110","  110","25.1","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-07-14","8.72",,"0.31","0.0","69","76","63","  110","  100","18.1","21.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-07-15","6.49",,"0.01","0.0","72","79","67","   90","   90","15.0","18.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-07-16","6.71",,"0.00","0.0","70","77","67","  200","  190","12.1","16.1","    1","    1",,,,,"    1",
"USW00014739","BOSTON, MA US","2018-07-17","11.41",,"2.68","0.0","77","91","69","  310","  320","25.9","36.0","    1","    1","    1",,,,"    1",
"USW00014739","BOSTON, MA US","2018-07-18","10.29",,"0.06","0.0","76","83","69","  340","  330","18.1","25.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-07-19","9.62",,"0.00","0.0","72","77","65","  100","  110","18.1","19.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-07-20","9.62",,"0.00","0.0","72","79","66","  110","  110","19.9","23.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-07-21","8.72",,"0.00","0.0","69","74","63","   70","   70","16.1","19.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-07-22","10.74",,"0.17","0.0","71","78","67","   90","   90","19.9","25.1","    1","    1",,,,,,
"USW00014739","BOSTON, MA US","2018-07-23","12.53",,"0.03","0.0","78","86","75","  180","  180","23.0","31.1","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-07-24","10.51",,"0.00","0.0","80","88","73","  180","  160","21.0","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-07-25","12.97",,"0.14","0.0","79","87","75","  170","  170","23.9","31.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-07-26","12.08",,"0.60","0.0","78","86","73","  210","  220","23.9","31.1","    1",,"    1",,,,"    1",
"USW00014739","BOSTON, MA US","2018-07-27","8.50",,"0.00","0.0","79","90","71","  190","  190","19.9","23.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-07-28","9.40",,"0.00","0.0","79","87","72","  190","  190","21.9","25.9","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-07-29","8.72",,"0.00","0.0","79","84","74","  260","  320","15.0","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-07-30","8.50",,"0.00","0.0","76","82","70","  230","  230","16.1","19.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-07-31","8.05",,"0.00","0.0","75","82","69","  110","  110","16.1","18.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-08-01","9.84",,"0.00","0.0","75","84","68","  190","  190","21.9","30.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-08-02","13.20",,"0.00","0.0","84","95","76","  220","  240","21.0","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-08-03","10.51",,"0.06","0.0","83","91","77","  190","  230","21.9","28.0","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2018-08-04","9.17",,"0.64","0.0","78","85","73","  220","  220","23.0","30.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-08-05","6.26",,"0.00","0.0","78","87","70","  110","  110","17.0","19.0","    1","    1",,,,,,
"USW00014739","BOSTON, MA US","2018-08-06","8.05",,"0.00","0.0","84","96","73","  230","  200","16.1","19.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-08-07","11.63",,"0.00","0.0","86","95","77","  220","  200","19.9","25.1",,,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-08-08","6.93",,"0.98","0.0","80","85","74","  250","  250","17.0","23.9","    1","    1","    1",,,,"    1",
"USW00014739","BOSTON, MA US","2018-08-09","9.17",,"0.06","0.0","80","90","74","  290","  280","23.0","29.1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2018-08-10","7.16",,"0.00","0.0","79","88","72","  120","  310","15.0","19.9",,,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-08-11","7.16",,"0.39","0.0","71","73","67","   80","  100","13.0","16.1","    1","    1",,,,,,
"USW00014739","BOSTON, MA US","2018-08-12","8.50",,"1.38","0.0","70","75","67","   20","   30","16.1","19.0","    1","    1",,,,,,
"USW00014739","BOSTON, MA US","2018-08-13","9.62",,"0.29","0.0","70","74","68","   30","   50","15.0","19.0","    1","    1",,,,,,
"USW00014739","BOSTON, MA US","2018-08-14","6.04",,"0.01","0.0","72","80","69","   20","   80","14.1","17.0","    1","    1","    1",,,,"    1",
"USW00014739","BOSTON, MA US","2018-08-15","6.49",,"0.00","0.0","77","88","70","  270","  310","13.0","18.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-08-16","9.17",,"0.00","0.0","84","91","75","  300","  300","17.0","23.0",,,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-08-17","8.05",,"0.20","0.0","75","80","70","  240","  240","15.0","21.9","    1",,"    1",,,,"    1",
"USW00014739","BOSTON, MA US","2018-08-18","11.63",,"0.13","0.0","78","88","67","   40","   30","23.9","30.0","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2018-08-19","15.21",,"0.01","0.0","70","73","67","   60","   50","21.9","27.1","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-08-20","11.18",,"0.00","0.0","70","74","67","   60","   60","19.9","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-08-21","8.72",,"0.00","0.0","68","72","65","   90","   90","15.0","17.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-08-22","8.95",,"0.50","0.0","72","84","66","  300","  300","23.0","27.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-08-23","10.51",,"0.00","0.0","73","80","66","  320","  320","19.9","27.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-08-24","7.83",,"0.00","0.0","73","85","62","  190","  190","16.1","19.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-08-25","8.95",,"0.00","0.0","74","82","66","  200","  190","16.1","19.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-08-26","9.84",,"0.00","0.0","73","84","62","  230","  220","17.0","23.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-08-27","9.17",,"0.00","0.0","80","90","73","  280","  300","14.1","18.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-08-28","10.96",,"0.00","0.0","85","97","75","  230","  240","21.9","27.1",,,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-08-29","11.41",,"0.00","0.0","89","98","81","  220","  240","23.0","30.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-08-30","11.18",,"0.00","0.0","83","92","71","   60","   50","18.1","21.9",,,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-08-31","10.96",,"0.00","0.0","71","73","63","   70","   80","17.0","19.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-09-01","7.38",,"0.00","0.0","68","74","63","  110","   90","13.0","16.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-09-02","8.95",,"0.00","0.0","72","84","64","  190","  230","17.0","19.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-09-03","10.51",,"0.00","0.0","81","96","73","  240","  260","17.0","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-09-04","9.62",,"0.00","0.0","83","87","73","  100","  100","16.1","19.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-09-05","9.84",,"0.00","0.0","79","92","71","  190","  180","18.1","27.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-09-06","10.07",,"0.03","0.0","81","97","74","  350","  350","25.9","35.1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2018-09-07","8.50",,"0.00","0.0","71","75","66","   50","   50","16.1","21.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-09-08","9.62",,"0.00","0.0","67","71","59","   30","   30","17.0","21.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-09-09","13.65",,"0.00","0.0","61","65","57","   80","   90","21.0","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-09-10","17.90",,"0.76","0.0","64","68","62","   90","   90","25.1","30.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-09-11","6.04",,"0.53","0.0","67","75","65","   80","   80","18.1","21.0","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-09-12","7.61",,"0.26","0.0","69","70","66","   60","   60","14.1","17.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-09-13","4.92",,"0.44","0.0","68","71","65","   80","   80","8.9","12.1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2018-09-14","5.37",,"0.00","0.0","69","75","65","   90","   90","15.0","17.0","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-09-15","5.14",,"0.00","0.0","67","73","63","  110","   90","10.1","16.1","    1","    1",,,,,"    1",
"USW00014739","BOSTON, MA US","2018-09-16","6.93",,"0.00","0.0","71","81","63","  110","  100","14.1","17.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-09-17","10.51",,"0.00","0.0","74","85","67","  220","  240","19.9","25.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-09-18","5.82",,"1.15","0.0","73","77","69","  290","  320","32.0","48.1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2018-09-19","11.63",,"0.00","0.0","66","71","62","   30","   30","21.9","27.1","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-09-20","11.18",,"0.00","0.0","63","66","60","   30","   40","19.9","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-09-21","12.30",,"0.00","0.0","65","73","61","  210","  200","23.9","32.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-09-22","12.75",,"0.03","0.0","69","73","57","  210","  220","29.1","36.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-09-23","5.82",,"0.00","0.0","59","65","53","  230","  320","10.1","14.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-09-24","15.43",,"0.00","0.0","58","60","54","   50","   50","28.0","35.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-09-25","14.99",,"1.24","0.0","60","71","57","  120","  110","23.9","30.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-09-26","12.75",,"0.28","0.0","74","84","68","  220","  200","28.0","35.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-09-27","10.74",,"0.05","0.0","68","71","61","   70","  350","16.1","21.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-09-28","8.95",,"0.35","0.0","60","62","58","   20","   20","18.1","23.0","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-09-29","7.61",,"0.00","0.0","63","74","55","  320","  330","14.1","19.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-09-30","7.16",,"0.00","0.0","62","70","54","  230","  220","16.1","19.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-10-01","8.95",,"0.06","0.0","62","68","57","   40","   40","15.0","18.1","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-10-02","7.83",,"0.29","0.0","58","64","57","  130","  130","14.1","16.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-10-03","5.37",,"0.21","0.0","59","64","54","  340","  330","12.1","14.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-10-04","10.96",,"0.00","0.0","65","73","59","  210","  210","19.9","25.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-10-05","10.74",,"0.00","0.0","62","69","53","   20","  320","19.9","23.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-10-06","7.61",,"0.00","0.0","56","63","51","  210","  200","15.0","19.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-10-07","10.51",,"0.10","0.0","67","80","60","   50","   50","18.1","23.0","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-10-08","9.40",,"0.00","0.0","58","60","55","   50","   50","19.9","23.0","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-10-09","12.30",,"0.00","0.0","67","80","58","  240","  250","23.0","32.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-10-10","12.30",,"0.00","0.0","75","86","68","  230","  260","21.0","27.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-10-11","7.83",,"0.60","0.0","65","72","58","  300","  300","21.9","29.1","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-10-12","11.18",,"0.09","0.0","59","63","51","  330","  320","25.9","33.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-10-13","9.40",,"0.13","0.0","52","54","46","  270","  280","16.1","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-10-14","10.07",,"0.00","0.0","51","59","45","  230","  270","17.0","23.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-10-15","12.30",,"0.07","0.0","54","70","45","  220","  300","29.1","36.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-10-16","14.09",,"0.03","0.0","57","60","47","  300","  280","29.1","40.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-10-17","14.09",,"0.00","0.0","52","63","44","  300","  310","35.1","47.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-10-18","15.43",,"0.00","0.0","45","49","39","  290","  290","28.0","36.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-10-19","13.87",,"0.00","0.0","48","63","37","  220","  220","21.9","28.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-10-20","13.20",,"0.00","0.0","59","66","49","  250","  230","23.9","34.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-10-21","14.76",,"0.03","0.0","49","53","37","  320","  330","29.1","38.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-10-22","8.95",,"0.00","0.0","43","54","34","  230","  240","18.1","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-10-23","8.50",,"0.41","0.0","49","56","41","  290","  290","25.1","36.0","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2018-10-24","11.18",,"0.04","0.0","46","49","41","  310","  320","21.9","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-10-25","13.42",,"0.00","0.0","44","51","37","  320","  320","23.9","30.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-10-26","8.28",,"0.00","0.0","40","48","34","  300","  320","15.0","21.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-10-27","24.61",,"1.17","0.0","47","52","43","   60","   50","38.0","47.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-10-28","8.72",,"0.03","0.0","49","54","43","  360","  360","19.9","25.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-10-29","9.62",,"0.52","0.0","52","60","44","  260","  260","23.0","32.0","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-10-30","12.53",,"0.00","0.0","47","50","39","  310","  320","21.9","27.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-10-31","9.40",,"0.00","0.0","45","58","37","  180","  170","21.0","25.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-11-01","6.71",,"0.01","0.0","58","64","53","  220","  220","14.1","18.1","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-11-02","12.75",,"0.36","0.0","61","70","53","  210","  220","23.9","31.1","    1","    1",,,,,"    1",
"USW00014739","BOSTON, MA US","2018-11-03","18.12",,"1.39","0.0","60","68","47","  270","  280","38.9","51.0","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-11-04","9.84",,"0.00","0.0","49","56","42","  260","  270","21.9","27.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-11-05","13.65",,"0.36","0.0","49","52","46","   80","   80","21.9","25.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-11-06","8.95",,"0.78","0.0","51","60","48","   60","   60","21.0","25.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-11-07","12.75",,"0.00","0.0","59","64","53","  270","  230","23.0","30.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-11-08","10.74",,"0.00","0.0","52","57","44","  280","  290","21.0","25.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-11-09","14.76",,"1.10","0.0","46","50","38","   80","   80","31.1","40.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-11-10","17.00",,"0.45","0.0","48","50","37","  270","  270","30.0","38.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-11-11","13.20",,"0.00","0.0","40","46","35","  270","  260","21.0","30.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-11-12","6.93",,"0.00","0.0","41","50","33","  230","  240","16.1","19.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-11-13","13.87",,"1.10","0.0","48","54","42","  300","  300","25.9","36.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-11-14","17.00",,"0.00","0.0","38","42","25","  270","  300","32.0","40.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-11-15","9.84",,"0.46","0.1","27","38","23","   80","   90","28.0","33.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-11-16","20.80",,"0.57","0.0","38","46","35","   80","   80","38.9","45.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-11-17","12.75",,"0.00","0.0","42","50","37","  270","  280","21.9","30.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-11-18","6.71",,"0.00","0.0","41","41","38","  280","  280","14.1","19.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-11-19","5.59",,"0.17","0.0","39","41","36","  300","  270","8.9","12.1","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-11-20","10.07",,"0.40","0.0","39","42","35","   40","   40","19.9","25.1","    1",,,,"    1",,,
"USW00014739","BOSTON, MA US","2018-11-21","15.88",,"0.00","0.0","37","43","24","  290","  310","28.0","38.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-11-22","18.57",,"0.00","0.0","21","24","14","  300","  290","25.9","36.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-11-23","12.30",,"0.00","0.0","21","32","15","  320","  320","21.9","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-11-24","10.51",,"0.00","0.0","35","47","29","  230","  220","21.0","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-11-25","8.95",,"0.78","0.0","45","49","42","   70","   50","23.0","27.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-11-26","13.42",,"0.87","0.0","45","47","42","   80","  100","31.1","38.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-11-27","17.00",,"0.46","0.0","45","49","38","   60","   60","30.0","36.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-11-28","15.21",,"0.00","0.0","40","44","36","  290","  280","23.0","35.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-11-29","15.66",,"0.00","0.0","42","46","37","  300","  330","28.0","38.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-11-30","6.71",,"0.00","0.0","38","44","33","  310","  330","12.1","15.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-01","6.71",,"0.00","0.0","39","45","35","  330","  330","14.1","19.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-02","8.05",,"0.75","0.0","44","51","41","  110","  110","18.1","23.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-12-03","10.51",,"0.00","0.0","50","58","44","  280","  270","23.0","31.1","    1","    1",,,,,,
"USW00014739","BOSTON, MA US","2018-12-04","15.66",,"0.00","0.0","40","44","27","  320","  330","23.9","34.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-05","6.93",,"0.00","0.0","29","36","25","  310","  320","14.1","19.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-06","10.96",,"0.00","0.0","35","42","30","  270","  270","21.0","27.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-07","13.42",,"0.00","0.0","37","40","26","  300","  260","21.0","28.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-08","10.51",,"0.00","0.0","26","31","20","  290","  290","17.0","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-09","9.40",,"0.00","0.0","29","37","23","  230","  270","17.0","21.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-10","8.95",,"0.00","0.0","33","39","26","  340","  350","17.0","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-11","6.71",,"0.00","0.0","30","38","23","  240","  260","13.0","16.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-12","12.30",,"0.00","0.0","34","39","24","  320","  310","23.0","29.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-13","6.04",,"0.00","0.0","27","35","21","   10","  360","13.0","15.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-14","5.82",,"0.00","0.0","36","46","29","  210","  200","15.0","19.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-12-15","9.17",,"0.00","0.0","48","55","40","   40","  210","17.0","23.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-12-16","17.90",,"0.54","0.0","44","45","41","   50","   30","25.1","33.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-12-17","14.54",,"0.04","0.0","40","43","36","   20","   30","23.0","29.1","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","2018-12-18","20.80",,"0.02","0.1","33","39","25","  320","  290","32.0","45.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-19","9.84",,"0.00","0.0","31","42","24","  300","  310","19.9","25.1",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-20","8.05",,"0.00","0.0","39","50","32","  250","  240","15.0","21.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-21","14.76",,"0.61","0.0","52","65","43","  170","  170","33.1","42.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-12-22","17.22",,"0.02","0.0","52","56","37","  270","  270","29.1","36.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-12-23","12.08",,"0.00","0.0","38","43","33","  280","  290","21.9","30.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-24","7.61",,"0.00","0.0","35","39","32","  270","  270","19.9","25.1","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-12-25","10.74",,"0.00","0.0","36","39","29","  300","  320","21.0","28.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-26","10.51",,"0.00","0.0","32","40","26","  330","  340","17.0","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-27","9.17",,"0.00","0.0","34","38","30","  320","  320","17.0","21.0",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-28","11.41",,"0.33","0.0","41","57","34","  200","  200","21.9","28.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-12-29","13.20",,"0.00","0.0","49","54","32","  290","  300","28.0","34.0","    1",,,,,,,
"USW00014739","BOSTON, MA US","2018-12-30","6.26",,"0.00","0.0","32","34","26","  330","  310","16.1","21.9",,,,,,,,
"USW00014739","BOSTON, MA US","2018-12-31","10.51",,"0.41","0.0","36","45","31","  140","  150","18.1","21.9","    1",,,,,,,
"USW00014739","BOSTON, MA US","2019-01-01","15.88",,"0.38","0.0","47","59","34","  290","  290","35.1","47.0","    1",,,,,,,
